samplename	workerid	workerrole
EPDcoretop_E1591	248	
EPDcoretop_E1593	249	
EPDcoretop_E1595	252	
EPDcoretop_E1596	253	
EPDcoretop_E1597	251	
EPDcoretop_E1597	38	
EPDcoretop_E1598	72	
EPDcoretop_E1600	249	
EPDcoretop_E1601	252	
EPDcoretop_E1604	252	
EPDcoretop_E1610	249	
EPDcoretop_E1611	251	
EPDcoretop_E1614	72	
EPDcoretop_E1614	248	
EPDcoretop_E1616	248	
EPDcoretop_E1617	252	
EPDcoretop_E1629	21	
EPDcoretop_E1629	307	
EPDcoretop_E1630	254	
EPDcoretop_E1631	241	
EPDcoretop_E1632	254	
EPDcoretop_E1633	241	
EPDcoretop_E1634	254	
EPDcoretop_E1635	254	
EPDcoretop_E1636	255	
EPDcoretop_E1636	254	
EPDcoretop_E1643	256	
EPDcoretop_E1660	257	
EPDcoretop_E1661	257	
EPDcoretop_E1668	258	
EPDcoretop_E1675	258	
EPDcoretop_E1677	258	
EPDcoretop_E1678	258	
EPDcoretop_E1679	258	
EPDcoretop_E1680	258	
EPDcoretop_E1682	258	
EPDcoretop_E1683	258	
EPDcoretop_E1684	258	
EPDcoretop_E1685	258	
EPDcoretop_E1707	259	
EPDcoretop_E1719	260	
EPDcoretop_E1730	233	
EPDcoretop_E1730	309	
EPDcoretop_E1731	261	
EPDcoretop_E1731	310	
EPDcoretop_E1732	161	
EPDcoretop_E1733	262	
EPDcoretop_E1751	263	
EPDcoretop_E1787	264	
EPDcoretop_E1787	311	
EPDcoretop_E1788	265	
EPDcoretop_E1788	312	
EPDcoretop_E1789	265	
EPDcoretop_E1790	263	
EPDcoretop_E1792	264	
EPDcoretop_E1794	264	
EPDcoretop_E1794	311	
EPDcoretop_E1796	264	
EPDcoretop_E1796	311	
EPDcoretop_E1798	264	
EPDcoretop_E1798	313	
EPDcoretop_E1802	265	
EPDcoretop_E1802	314	
EPDcoretop_E1805	266	
EPDcoretop_E1815	265	
EPDcoretop_E1815	315	
EPDcoretop_E1821	265	
EPDcoretop_E1821	315	
EPDcoretop_E1825	265	
EPDcoretop_E1825	311	
EPDcoretop_E1825	341	
EPDcoretop_E1828	21	
EPDcoretop_E1860	265	
EPDcoretop_E1860	311	
EPDcoretop_E1860	312	
EPDcoretop_E1866	267	
EPDcoretop_E1866	268	
EPDcoretop_E1866	319	
EPDcoretop_E1868	133	
EPDcoretop_E1872	267	
EPDcoretop_E1872	316	
EPDcoretop_E1890	133	
EPDcoretop_E1897	133	
EPDcoretop_E1901	267	
EPDcoretop_E1901	317	
EPDcoretop_E1910	265	
EPDcoretop_E1910	264	
EPDcoretop_E1910	311	
EPDcoretop_E1911	264	
EPDcoretop_E1911	313	
EPDcoretop_E1912	264	
EPDcoretop_E1912	318	
EPDcoretop_E1917	265	
EPDcoretop_E1917	311	
EPDcoretop_E1920	268	
EPDcoretop_E1920	319	
EPDcoretop_E1923	265	
EPDcoretop_E1923	315	
EPDcoretop_E1981	269	
EPDcoretop_E1982	269	
EPDcoretop_E1983	269	
EPDcoretop_E1984	269	
EPDcoretop_E1985	269	
EPDcoretop_E1986	269	
EPDcoretop_E1991	270	
EPDcoretop_E1995	271	
EPDcoretop_E1998	271	
EPDcoretop_E2003	271	
EPDcoretop_E2005	63	
EPDcoretop_E2005	271	
EPDcoretop_E2007	63	
EPDcoretop_E2007	271	
EPDcoretop_E2011	269	
EPDcoretop_E2012	269	
EPDcoretop_E2013	269	
EPDcoretop_E2014	269	
EPDcoretop_E2017	63	
EPDcoretop_E2017	320	
EPDcoretop_E2018	63	
EPDcoretop_E2018	320	
EPDcoretop_E2020	63	
EPDcoretop_E2020	320	
EPDcoretop_E2024	63	
EPDcoretop_E2024	321	
EPDcoretop_E2024	320	
EPDcoretop_E2027	63	
EPDcoretop_E2034	21	
EPDcoretop_E2040	234	
EPDcoretop_E2041	272	
EPDcoretop_E2041	322	
EPDcoretop_E2058	273	
EPDcoretop_E2073	63	
EPDcoretop_E2078	63	
EPDcoretop_E2088	271	
EPDcoretop_E2089	271	
EPDcoretop_E2091	271	
EPDcoretop_E2092	271	
EPDcoretop_E2097	63	
EPDcoretop_E2102	63	
EPDcoretop_E2102	271	
EPDcoretop_E2103	63	
EPDcoretop_E2103	271	
EPDcoretop_E2105	271	
EPDcoretop_E2107	65	
EPDcoretop_E2108	65	
EPDcoretop_E2110	65	
EPDcoretop_E2111	65	
EPDcoretop_E2112	65	
EPDcoretop_E2114	271	
EPDcoretop_E2115	271	
EPDcoretop_E2116	271	
EPDcoretop_E2117	271	
EPDcoretop_E2119	63	
EPDcoretop_E2121	271	
EPDcoretop_E2122	63	
EPDcoretop_E2122	65	
EPDcoretop_E2134	63	
EPDcoretop_E2142	63	
EPDcoretop_E2145	274	
EPDcoretop_E2145	323	
EPDcoretop_E2146	275	
EPDcoretop_E2147	276	
EPDcoretop_E2148	56	
EPDcoretop_E2151	56	
EPDcoretop_E2152	56	
EPDcoretop_E2153	56	
EPDcoretop_E2153	276	
EPDcoretop_E2154	274	
EPDcoretop_E2154	324	
EPDcoretop_E2155	277	
EPDcoretop_E2161	233	
EPDcoretop_E2161	305	
EPDcoretop_E2164	252	
EPDcoretop_E2165	20	
EPDcoretop_E2165	325	
EPDcoretop_E2166	20	
EPDcoretop_E2168	53	
EPDcoretop_E2169	21	
EPDcoretop_E2170	233	
EPDcoretop_E2185	233	
EPDcoretop_E2199	278	
EPDcoretop_E2200	278	
EPDcoretop_E2209	233	
EPDcoretop_E2209	305	
EPDcoretop_E2220	232	
EPDcoretop_E2220	326	
EPDcoretop_E2230	276	
EPDcoretop_E2231	279	
EPDcoretop_E2231	327	
EPDcoretop_E2232	56	
EPDcoretop_E2232	284	
EPDcoretop_E2233	276	
EPDcoretop_E2234	56	
EPDcoretop_E2234	276	
EPDcoretop_E2235	56	
EPDcoretop_E2236	280	
EPDcoretop_E2241	281	
EPDcoretop_E2242	56	
EPDcoretop_E2242	328	
EPDcoretop_E2243	276	
EPDcoretop_E2244	56	
EPDcoretop_E2244	327	
EPDcoretop_E2245	276	
EPDcoretop_E2246	274	
EPDcoretop_E2247	79	
EPDcoretop_E2247	274	
EPDcoretop_E2248	276	
EPDcoretop_E2250	282	
EPDcoretop_E2251	283	
EPDcoretop_E2254	56	
EPDcoretop_E2256	284	
EPDcoretop_E2257	285	
EPDcoretop_E2263	233	
EPDcoretop_E2284	286	
EPDcoretop_E2291	20	
EPDcoretop_E2300	287	
EPDcoretop_E2301	287	
EPDcoretop_E2304	287	
EPDcoretop_E2305	287	
EPDcoretop_E2308	287	
EPDcoretop_E2314	256	
EPDcoretop_E2315	256	
EPDcoretop_E2317	256	
EPDcoretop_E2318	256	
EPDcoretop_E2320	256	
EPDcoretop_E2321	288	
EPDcoretop_E2322	289	
EPDcoretop_E2324	288	
EPDcoretop_E2326	288	
EPDcoretop_E2327	289	
EPDcoretop_E2328	289	
EPDcoretop_E2329	289	
EPDcoretop_E2330	290	
EPDcoretop_E2332	290	
EPDcoretop_E2333	290	
EPDcoretop_E2334	290	
EPDcoretop_E2335	290	
EPDcoretop_E2337	291	
EPDcoretop_E2338	291	
EPDcoretop_E2339	291	
EPDcoretop_E2355	11	
EPDcoretop_E2355	329	
EPDcoretop_E2357	292	
EPDcoretop_E2357	329	
EPDcoretop_E2358	11	
EPDcoretop_E2358	329	
EPDcoretop_E2358	342	
EPDcoretop_E2359	293	
EPDcoretop_E2360	293	
EPDcoretop_E2361	293	
EPDcoretop_E2362	25	
EPDcoretop_E2363	294	
EPDcoretop_E2366	11	
EPDcoretop_E2366	329	
EPDcoretop_E2366	343	
EPDcoretop_E2367	11	
EPDcoretop_E2367	330	
EPDcoretop_E2369	289	
EPDcoretop_E2375	295	
EPDcoretop_E2376	295	
EPDcoretop_E2381	11	
EPDcoretop_E2381	331	
EPDcoretop_E2395	296	
EPDcoretop_E2396	11	
EPDcoretop_E2396	332	
EPDcoretop_E2403	297	
EPDcoretop_E2403	333	
EPDcoretop_E2405	233	
EPDcoretop_E2405	297	
EPDcoretop_E2470	288	
EPDcoretop_E2479	288	
EPDcoretop_E2480	288	
EPDcoretop_E2489	118	
EPDcoretop_E2489	334	
EPDcoretop_E2493	298	
EPDcoretop_E2494	298	
EPDcoretop_E2499	299	
EPDcoretop_E2500	299	
EPDcoretop_E2505	299	
EPDcoretop_E2520	299	
EPDcoretop_E2524	299	
EPDcoretop_E2526	98	
EPDcoretop_E2526	335	
EPDcoretop_E2527	98	
EPDcoretop_E2527	199	
EPDcoretop_E2528	98	
EPDcoretop_E2528	199	
EPDcoretop_E2529	98	
EPDcoretop_E2529	199	
EPDcoretop_E2530	98	
EPDcoretop_E2530	199	
EPDcoretop_E2531	98	
EPDcoretop_E2531	199	
EPDcoretop_E2532	98	
EPDcoretop_E2532	199	
EPDcoretop_E2533	15	
EPDcoretop_E2534	98	
EPDcoretop_E2534	199	
EPDcoretop_E2535	98	
EPDcoretop_E2535	199	
EPDcoretop_E2536	98	
EPDcoretop_E2536	199	
EPDcoretop_E2537	98	
EPDcoretop_E2537	199	
EPDcoretop_E2538	98	
EPDcoretop_E2538	199	
EPDcoretop_E2539	98	
EPDcoretop_E2539	199	
EPDcoretop_E2540	98	
EPDcoretop_E2540	199	
EPDcoretop_E2541	98	
EPDcoretop_E2541	199	
EPDcoretop_E2542	98	
EPDcoretop_E2542	199	
EPDcoretop_E2543	98	
EPDcoretop_E2543	199	
EPDcoretop_E2544	98	
EPDcoretop_E2544	199	
EPDcoretop_E2545	98	
EPDcoretop_E2545	199	
EPDcoretop_E2546	98	
EPDcoretop_E2546	199	
EPDcoretop_E2547	98	
EPDcoretop_E2547	199	
EPDcoretop_E2548	98	
EPDcoretop_E2548	199	
EPDcoretop_E2549	98	
EPDcoretop_E2549	199	
EPDcoretop_E2550	98	
EPDcoretop_E2550	199	
EPDcoretop_E2551	98	
EPDcoretop_E2551	199	
EPDcoretop_E2552	98	
EPDcoretop_E2552	199	
EPDcoretop_E2553	300	
EPDcoretop_E2554	288	
EPDcoretop_E2555	301	
EPDcoretop_E2555	337	
EPDcoretop_E2556	301	
EPDcoretop_E2556	337	
EPDcoretop_E2557	131	
EPDcoretop_E2557	301	
EPDcoretop_E2558	301	
EPDcoretop_E2558	338	
EPDcoretop_E2558	340	
EPDcoretop_E2559	301	
EPDcoretop_E2559	338	
EPDcoretop_E2559	340	
EPDcoretop_E2560	301	
EPDcoretop_E2560	339	
EPDcoretop_E2560	337	
EPDcoretop_E2561	301	
EPDcoretop_E2561	338	
EPDcoretop_E2562	301	
EPDcoretop_E2562	339	
EPDcoretop_E2563	131	
EPDcoretop_E2563	301	
EPDcoretop_E2565	301	
EPDcoretop_E2565	338	
EPDcoretop_E2566	301	
EPDcoretop_E2566	338	
EPDcoretop_E2567	301	
EPDcoretop_E2567	339	
EPDcoretop_E2568	301	
EPDcoretop_E2568	340	
EPDcoretop_E2569	131	
EPDcoretop_E2569	301	
EPDcoretop_E2570	301	
EPDcoretop_E2570	340	
AlbaSanchez_a1	344	R
AlbaSanchez_a1	345	A
AlbaSanchez_a2	344	R
AlbaSanchez_a2	345	A
AlbaSanchez_a3	344	R
AlbaSanchez_a3	345	A
AlbaSanchez_a4	344	R
AlbaSanchez_a4	345	A
AlbaSanchez_a5	344	R
AlbaSanchez_a5	345	A
AlbaSanchez_a6	344	R
AlbaSanchez_a6	345	A
AlbaSanchez_a7	344	R
AlbaSanchez_a7	345	A
AlbaSanchez_a8	344	R
AlbaSanchez_a8	345	A
AlbaSanchez_a9	344	R
AlbaSanchez_a9	345	A
AlbaSanchez_a10	344	R
AlbaSanchez_a10	345	A
AlbaSanchez_a11	344	R
AlbaSanchez_a11	345	A
AlbaSanchez_a12	344	R
AlbaSanchez_a12	345	A
AlbaSanchez_a13	344	R
AlbaSanchez_a13	345	A
AlbaSanchez_a14	344	R
AlbaSanchez_a14	345	A
AlbaSanchez_a15	344	R
AlbaSanchez_a15	345	A
AlbaSanchez_a16	344	R
AlbaSanchez_a16	345	A
AlbaSanchez_a17	344	R
AlbaSanchez_a17	345	A
AlbaSanchez_a18	344	R
AlbaSanchez_a18	345	A
AlbaSanchez_a19	344	R
AlbaSanchez_a19	345	A
AlbaSanchez_a20	344	R
AlbaSanchez_a20	345	A
AlbaSanchez_a21	344	R
AlbaSanchez_a21	345	A
AlbaSanchez_a23	344	R
AlbaSanchez_a23	345	A
AlbaSanchez_a25	344	R
AlbaSanchez_a25	345	A
AlbaSanchez_a26	344	R
AlbaSanchez_a26	345	A
AlbaSanchez_a27	344	R
AlbaSanchez_a27	345	A
AlbaSanchez_a28	344	R
AlbaSanchez_a28	345	A
AlbaSanchez_a29	344	R
AlbaSanchez_a29	345	A
AlbaSanchez_a30	344	R
AlbaSanchez_a30	345	A
AlbaSanchez_a31	344	R
AlbaSanchez_a31	345	A
AlbaSanchez_a32	344	R
AlbaSanchez_a32	345	A
AlbaSanchez_a33	344	R
AlbaSanchez_a33	345	A
AlbaSanchez_a34	344	R
AlbaSanchez_a34	345	A
AlbaSanchez_a35	344	R
AlbaSanchez_a35	345	A
AlbaSanchez_a36	344	R
AlbaSanchez_a36	345	A
AlbaSanchez_a37	344	R
AlbaSanchez_a37	345	A
AlbaSanchez_a38	344	R
AlbaSanchez_a38	345	A
AlbaSanchez_a39	344	R
AlbaSanchez_a39	345	A
AlbaSanchez_a40	344	R
AlbaSanchez_a40	345	A
AlbaSanchez_a41	344	R
AlbaSanchez_a41	345	A
AlbaSanchez_a42	344	R
AlbaSanchez_a42	345	A
AlbaSanchez_a43	344	R
AlbaSanchez_a43	345	A
AlbaSanchez_a44	344	R
AlbaSanchez_a44	345	A
AlbaSanchez_a45	344	R
AlbaSanchez_a45	345	A
AlbaSanchez_a46	344	R
AlbaSanchez_a46	345	A
AlbaSanchez_a47	344	R
AlbaSanchez_a47	345	A
AlbaSanchez_a49	344	R
AlbaSanchez_a49	345	A
AlbaSanchez_a50	344	R
AlbaSanchez_a50	345	A
AlbaSanchez_a51	344	R
AlbaSanchez_a51	345	A
AlbaSanchez_a52	344	R
AlbaSanchez_a52	345	A
AlbaSanchez_a53	344	R
AlbaSanchez_a53	345	A
AlbaSanchez_a54	344	R
AlbaSanchez_a54	345	A
AlbaSanchez_a55	344	R
AlbaSanchez_a55	345	A
AlbaSanchez_a57	344	R
AlbaSanchez_a57	345	A
AlbaSanchez_a58	344	R
AlbaSanchez_a58	345	A
AlbaSanchez_a59	344	R
AlbaSanchez_a59	345	A
AlbaSanchez_a60	344	R
AlbaSanchez_a60	345	A
AlbaSanchez_a61	344	R
AlbaSanchez_a61	345	A
AlbaSanchez_a62	344	R
AlbaSanchez_a62	345	A
AlbaSanchez_a63	344	R
AlbaSanchez_a63	345	A
AlbaSanchez_a64	344	R
AlbaSanchez_a64	345	A
AlbaSanchez_a65	344	R
AlbaSanchez_a65	345	A
AlbaSanchez_a66	344	R
AlbaSanchez_a66	345	A
AlbaSanchez_a67	344	R
AlbaSanchez_a67	345	A
AlbaSanchez_a68	344	R
AlbaSanchez_a68	345	A
AlbaSanchez_a69	344	R
AlbaSanchez_a69	345	A
AlbaSanchez_a70	344	R
AlbaSanchez_a70	345	A
AlbaSanchez_a71	344	R
AlbaSanchez_a71	345	A
AlbaSanchez_a72	344	R
AlbaSanchez_a72	345	A
AlbaSanchez_a73	344	R
AlbaSanchez_a73	345	A
AlbaSanchez_a74	344	R
AlbaSanchez_a74	345	A
AlbaSanchez_a75	344	R
AlbaSanchez_a75	345	A
AlbaSanchez_a76	344	R
AlbaSanchez_a76	345	A
AlbaSanchez_a77	344	R
AlbaSanchez_a77	345	A
AlbaSanchez_a78	344	R
AlbaSanchez_a78	345	A
AlbaSanchez_a79	344	R
AlbaSanchez_a79	345	A
AlbaSanchez_a80	344	R
AlbaSanchez_a80	345	A
AlbaSanchez_a81	344	R
AlbaSanchez_a81	345	A
AlbaSanchez_a82	344	R
AlbaSanchez_a82	345	A
AlbaSanchez_a83	344	R
AlbaSanchez_a83	345	A
AlbaSanchez_a84	344	R
AlbaSanchez_a84	345	A
AlbaSanchez_a85	344	R
AlbaSanchez_a85	345	A
AlbaSanchez_a86	344	R
AlbaSanchez_a86	345	A
AlbaSanchez_a87	344	R
AlbaSanchez_a87	345	A
AlbaSanchez_a88	344	R
AlbaSanchez_a88	345	A
AlbaSanchez_a89	344	R
AlbaSanchez_a89	345	A
AlbaSanchez_a90	344	R
AlbaSanchez_a90	345	A
AlbaSanchez_a91	344	R
AlbaSanchez_a91	345	A
AlbaSanchez_a92	344	R
AlbaSanchez_a92	345	A
AlbaSanchez_a93	344	R
AlbaSanchez_a93	345	A
AlbaSanchez_a94	344	R
AlbaSanchez_a94	345	A
AlbaSanchez_a95	344	R
AlbaSanchez_a95	345	A
AlbaSanchez_a96	344	R
AlbaSanchez_a96	345	A
AlbaSanchez_a97	344	R
AlbaSanchez_a97	345	A
AlbaSanchez_a98	344	R
AlbaSanchez_a98	345	A
AlbaSanchez_a99	344	R
AlbaSanchez_a99	345	A
AlbaSanchez_a100	344	R
AlbaSanchez_a100	345	A
AlbaSanchez_a101	344	R
AlbaSanchez_a101	345	A
AlbaSanchez_a102	344	R
AlbaSanchez_a102	345	A
AlbaSanchez_a103	344	R
AlbaSanchez_a103	345	A
AlbaSanchez_a104	344	R
AlbaSanchez_a104	345	A
AlbaSanchez_a105	344	R
AlbaSanchez_a105	345	A
AlbaSanchez_a106	344	R
AlbaSanchez_a106	345	A
AlbaSanchez_a107	344	R
AlbaSanchez_a107	345	A
AlbaSanchez_a109	344	R
AlbaSanchez_a109	345	A
AlbaSanchez_a110	344	R
AlbaSanchez_a110	345	A
AlbaSanchez_a111	344	R
AlbaSanchez_a111	345	A
AlbaSanchez_a112	344	R
AlbaSanchez_a112	345	A
AlbaSanchez_a113	344	R
AlbaSanchez_a113	345	A
AlbaSanchez_a114	344	R
AlbaSanchez_a114	345	A
AlbaSanchez_a115	344	R
AlbaSanchez_a115	345	A
AlbaSanchez_a116	344	R
AlbaSanchez_a116	345	A
AlbaSanchez_a117	344	R
AlbaSanchez_a117	345	A
AlbaSanchez_a118	344	R
AlbaSanchez_a118	345	A
AlbaSanchez_a119	344	R
AlbaSanchez_a119	345	A
AlbaSanchez_a120	344	R
AlbaSanchez_a120	345	A
AlbaSanchez_a121	344	R
AlbaSanchez_a121	345	A
AlbaSanchez_a122	344	R
AlbaSanchez_a122	345	A
AlbaSanchez_a123	344	R
AlbaSanchez_a123	345	A
AlbaSanchez_a124	344	R
AlbaSanchez_a124	345	A
AlbaSanchez_a125	344	R
AlbaSanchez_a125	345	A
AlbaSanchez_a126	344	R
AlbaSanchez_a126	345	A
AlbaSanchez_a127	344	R
AlbaSanchez_a127	345	A
AlbaSanchez_a128	344	R
AlbaSanchez_a128	345	A
AlbaSanchez_a129	344	R
AlbaSanchez_a129	345	A
AlbaSanchez_a130	344	R
AlbaSanchez_a130	345	A
AlbaSanchez_a131	344	R
AlbaSanchez_a131	345	A
AlbaSanchez_a132	344	R
AlbaSanchez_a132	345	A
AlbaSanchez_a133	344	R
AlbaSanchez_a133	345	A
AlbaSanchez_a134	344	R
AlbaSanchez_a134	345	A
AlbaSanchez_a135	344	R
AlbaSanchez_a135	345	A
Antipina_a1	346	R/A
Antipina_a2	346	R/A
Antipina_a3	346	R/A
Antipina_a4	346	R/A
Antipina_a5	346	R/A
Antipina_a6	346	R/A
Antipina_a7	346	R/A
Antipina_a8	346	R/A
Antipina_a9	346	R/A
Antipina_a10	346	R/A
Antipina_a11	346	R/A
Antipina_a12	346	R/A
Antipina_a13	346	R/A
Antipina_a14	346	R/A
Antipina_Galimov_a1	346	A
Antipina_Galimov_a1	347	R/A
Antipina_Galimov_a2	346	A
Antipina_Galimov_a2	347	R/A
